Subawardee UEI,Hull,Subawardee Vendor Name,Builder,Predominant SWBS,Assigned $M,Records,First Subaward,Last Subaward,Confidence
NBM4G4SAFQM3,DDG 129,"QUALITY PERFORMANCE, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QEP4TKLKQDV3,DDG 129,"U.S. PIONEER, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
L2EDH4DX27J5,DDG 129,WILLIAM E WILLIAMS VALVE CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LM35HWEVUPH3,DDG 129,ADI TECHNOLOGIES INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XYNDM1Y7XGG7,DDG 129,AMERICAN METAL BEARING CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LJLZRNS9DYC6,DDG 129,ANIXTER INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LSGYNGHKB863,DDG 129,DEBAN ENTERPRISES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NK1RB5VKXES9,DDG 129,"DETROIT SWITCH, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FCK2D4PSV1L2,DDG 129,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GXPHJRVG9MR7,DDG 129,"DRS NAVAL POWER SYSTEMS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VJMTKNLENX24,DDG 129,ENGINEERED COIL COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZU51LS7JZ8L5,DDG 129,"FCX SYSTEMS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 129,"GRISWOLD INDUSTRIES, CO.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EANJVKFHMSZ8,DDG 129,"GULF FASTENER, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
F4GNMTCCXGM8,DDG 129,"HUTCHINSON INDUSTRIES, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
GKN9NW23L2L9,DDG 129,HYSPAN PRECISION PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QLNMVC12KWY3,DDG 129,"LEIDOS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
V16LFA3JDR14,DDG 129,Limitorque Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JK4WJKLD44G9,DDG 129,METALTEK INTERNATIONAL INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
J7JJKMJGC7K1,DDG 129,"NAC GROUP, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PQGNEEY9W5M3,DDG 129,NORTHROP GRUMMAN SYSTEMS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EV4ZGUNNKMJ6,DDG 129,"PACIFIC SHIP REPAIR & FABRICATION, INC.",HII-Ingalls,100 Hull Structure,,,,,B
SLTUM1DV4433,DDG 129,"PARASENSE, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JGNYLKEPEBL4,DDG 129,"PEMCO-NAVAL ENGINEERING WORKS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
NQKEVF8KEMP1,DDG 129,PIVOTAL POWER INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JEP5GQGFPUL9,DDG 129,PORTLAND VALVE LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
V32LJNFLKBT7,DDG 129,RFD BEAUFORT INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
V1MQFNQB56Z5,DDG 129,RIX INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
VJSTD8U7QBD9,DDG 129,SAFARILAND LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HQYTCMF5RGE4,DDG 129,SHERBURN ELECTRONICS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QNF5KM7YJSN7,DDG 129,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",HII-Ingalls,100 Hull Structure,,,,,B
GN82WS7LRJ77,DDG 129,SPACE MACHINE & ENGINEERING CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
RYYRAAAGPXB5,DDG 129,"STOCKERT, LAURA",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FNQSY3S2MCM9,DDG 129,"STS OPERATING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZA1KMNAJMVT3,DDG 129,Surface Technologies Corporation,HII-Ingalls,600 Outfit & Furnishings,,,,,B
VD5WUGZUCJ44,DDG 129,"Triple Son Wholesale Timber, Inc.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PW9GWUTL4KV5,DDG 129,"Us, Inc.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
CZKYJKB7H9J7,DDG 129,"VEGAS FASTENER MANUFACTURING, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
SKKACASET588,DDG 131,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNEFNMWXBK39,DDG 131,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZW3UMG9YVNA9,DDG 131,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HII-Ingalls,300 Electric Plant,,,,,B
GXPHJRVG9MR7,DDG 131,"DRS NAVAL POWER SYSTEMS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QNF5KM7YJSN7,DDG 131,"SOUTHCOAST WELDING & MANUFACTURING, LLC",HII-Ingalls,100 Hull Structure,,,,,B
JA2KCX21NL48,DDG 131,"DEFENSE MARITIME SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LR2HQKYJLDZ7,DDG 131,JA MOODY LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KLDTZDR12ZB7,DDG 131,JUNIPER ELBOW CO. INC.,HII-Ingalls,100 Hull Structure,,,,,B
HUK5MJK4MH39,DDG 131,"LESLIE CONTROLS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
XK8VBJ94L4E9,DDG 131,"AEROSPACE SUPPLY, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MSYWUDGYPKF5,DDG 131,"CP INDUSTRIES HOLDINGS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
CBMZJ3Z5SC89,DDG 131,GOODRICH CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HYN4GBTR6TF3,DDG 131,GULF COAST MARINE SUPPLY CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EANJVKFHMSZ8,DDG 131,"GULF FASTENER, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
GKN9NW23L2L9,DDG 131,"HYSPAN PRECISION PRODUCTS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EDNNTCM7SUS8,DDG 131,"IMIA, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LN9YKAX66918,DDG 131,KULITE SEMICONDUCTOR PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
YELYMYLF82L9,DDG 131,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
Q35JL9GFCAK3,DDG 131,MAROTTA CONTROLS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MNZGEAM8WG31,DDG 131,"MAZZELLA LIFTING TECHNOLOGIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
D9T3VK42BLV7,DDG 131,"MILWAUKEE COMPOSITES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FGNQE3RF1FK5,DDG 131,"MORPAC INDUSTRIES, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JGNYLKEPEBL4,DDG 131,"PEMCO-NAVAL ENGINEERING WORKS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
D44RA79E3K57,DDG 131,PRECISION PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NBM4G4SAFQM3,DDG 131,QUALITY PERFORMANCE INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 131,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
G7SQBKZNPRN4,DDG 131,"ACCU-FAB AND CONSTRUCTION, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
CAKCE9S4WL78,DDG 131,"AZTEC GLOBAL SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LJLZRNS9DYC6,DDG 131,Anixter Inc.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
WWMME88ERQG5,DDG 131,BESTWELD INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CXZ9PUEZ5SQ7,DDG 131,BLACK & DECKER (U.S.) INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
DSVCC3S92J21,DDG 131,BOLAND MARINE & INDUSTRIAL LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
C1NAJQ34VWM5,DDG 131,CAMERON ENERGY SERVICES CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZJYJB7MBFE56,DDG 131,CRANE PUMPS & SYSTEMS PFT CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
C1B6X8AADFB1,DDG 131,"Comsaco, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LSGYNGHKB863,DDG 131,"DEBAN ENTERPRISES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
NK1RB5VKXES9,DDG 131,"DETROIT SWITCH, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VJMTKNLENX24,DDG 131,ENGINEERED COIL COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZU51LS7JZ8L5,DDG 131,FCX SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JJRDPJY9GQA8,DDG 131,FLETCHER CONSTRUCTION CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
M4ANYAZ8Q6H8,DDG 131,GEMS SENSORS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
J1T1FEN3PWX6,DDG 131,GENERAL ELECTRIC COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 131,"GRISWOLD INDUSTRIES, CO.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JW6PXX1WALN4,DDG 131,HOWDEN NORTH AMERICA INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
V16LFA3JDR14,DDG 131,Limitorque Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HJFAW5KCG7N7,DDG 131,"MAST TECHNOLOGIES, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J645RTMFWMW1,DDG 131,"MAXIM EVAPORATORS OF AMERICA, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JK4WJKLD44G9,DDG 131,"METALTEK INTERNATIONAL, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JU2ME5ZK8VL3,DDG 131,MMC METROLOGY LAB INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EDJPMQN1HSJ1,DDG 131,"MSA SAFETY SALES, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J7JJKMJGC7K1,DDG 131,"NAC GROUP, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PQGNEEY9W5M3,DDG 131,NORTHROP GRUMMAN SYSTEMS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EV4ZGUNNKMJ6,DDG 131,"PACIFIC SHIP REPAIR & FABRICATION, INC.",HII-Ingalls,100 Hull Structure,,,,,B
FD69PPCVM2B8,DDG 131,PASCAGOULA LAUNCH SERVICE INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
V8HGGNTGDH59,DDG 131,PEERLESS MFG CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NQKEVF8KEMP1,DDG 131,PIVOTAL POWER INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JU7ZGUDEJA79,DDG 131,RAILWAY SPECIALTIES CORPORATION,HII-Ingalls,100 Hull Structure,,,,,B
HLVBPCA2LH41,DDG 131,Rolls-Royce Marine North America Inc.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GN82WS7LRJ77,DDG 131,SPACE MACHINE & ENGINEERING CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HNJDANSKDZK9,DDG 131,"SPECTRONICS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J2DMF1YRKD96,DDG 131,STANDARD CALIBRATIONS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FNQSY3S2MCM9,DDG 131,"STS OPERATING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
RYYRAAAGPXB5,DDG 131,"Stockert, Laura",HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZA1KMNAJMVT3,DDG 131,Surface Technologies Corporation,HII-Ingalls,600 Outfit & Furnishings,,,,,B
QEP4TKLKQDV3,DDG 131,"U.S. PIONEER, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGVPVLMRHH51,DDG 131,"W. & O. SUPPLY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
L2EDH4DX27J5,DDG 131,WILLIAM E WILLIAMS VALVE CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
YD6LTFVUZNG1,DDG 132,RAYTHEON COMPANY,GD-BIW,n/a (non-HII),,,,,B
SKKACASET588,DDG 133,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JU2ME5ZK8VL3,DDG 133,MMC METROLOGY LAB INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZW3UMG9YVNA9,DDG 133,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HII-Ingalls,300 Electric Plant,,,,,B
KNEFNMWXBK39,DDG 133,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
VJMTKNLENX24,DDG 133,ENGINEERED COIL COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 133,"GRISWOLD INDUSTRIES, CO.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
D44RA79E3K57,DDG 133,PRECISION PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
J2DMF1YRKD96,DDG 133,STANDARD CALIBRATIONS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MSYWUDGYPKF5,DDG 133,"CP INDUSTRIES HOLDINGS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LR2HQKYJLDZ7,DDG 133,ESI ACQUISITION CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KLDTZDR12ZB7,DDG 133,JUNIPER ELBOW CO. INC.,HII-Ingalls,100 Hull Structure,,,,,B
WWMME88ERQG5,DDG 133,"BESTWELD, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HLFDNJU7KXJ1,DDG 133,BOGUE SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JJRDPJY9GQA8,DDG 133,FLETCHER CONSTRUCTION CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
M4ANYAZ8Q6H8,DDG 133,GEMS SENSORS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JW6PXX1WALN4,DDG 133,HOWDEN NORTH AMERICA INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LN9YKAX66918,DDG 133,KULITE SEMICONDUCTOR PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
Q35JL9GFCAK3,DDG 133,MAROTTA CONTROLS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QYKAR7MJJXL7,DDG 133,MEGGITT SAFETY SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JGNYLKEPEBL4,DDG 133,"PEMCO-NAVAL ENGINEERING WORKS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QNF5KM7YJSN7,DDG 133,"SOUTHCOAST WELDING & MANUFACTURING, LLC",HII-Ingalls,100 Hull Structure,,,,,B
HNJDANSKDZK9,DDG 133,"SPECTRONICS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 133,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGVPVLMRHH51,DDG 133,"W. & O. SUPPLY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
G7SQBKZNPRN4,DDG 133,"ACCU-FAB AND CONSTRUCTION, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HQEUSUQSKVK7,DDG 133,"ADMARTEC, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
M4ELQDG7JLM5,DDG 133,AIR & LIQUID SYSTEMS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNY4J2WMVJX3,DDG 133,ASC ENGINEERED SOLUTIONS LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CAKCE9S4WL78,DDG 133,"AZTEC GLOBAL SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
DSVCC3S92J21,DDG 133,BOLAND MARINE & INDUSTRIAL LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
C1NAJQ34VWM5,DDG 133,Cameron Energy Services Corp.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
M647MA6E64V1,DDG 133,DEWEY ELECTRONICS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FCK2D4PSV1L2,DDG 133,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GXPHJRVG9MR7,DDG 133,DRS NAVAL POWER SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZU51LS7JZ8L5,DDG 133,FCX SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CBMZJ3Z5SC89,DDG 133,GOODRICH CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GKN9NW23L2L9,DDG 133,"HYSPAN PRECISION PRODUCTS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EDNNTCM7SUS8,DDG 133,"IMIA, LLC",HII-Ingalls,600 Outfit & Furnishings,,,,,B
DQ35GXAUTW61,DDG 133,INDUSTRIAL CORROSION CONTROL INC,HII-Ingalls,600 Outfit & Furnishings,,,,,B
TMDVSPNEFR69,DDG 133,IVES EQUIPMENT CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
L6EMG925NF78,DDG 133,KADANT UNAFLEX LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HUK5MJK4MH39,DDG 133,"LESLIE CONTROLS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PNLJW4UFU1A8,DDG 133,"MARK C. POPE ASSOCIATES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VE86LWM6ABF6,DDG 133,MASON FOREST PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HJFAW5KCG7N7,DDG 133,"MAST TECHNOLOGIES, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J645RTMFWMW1,DDG 133,"MAXIM EVAPORATORS OF AMERICA, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JK4WJKLD44G9,DDG 133,"METALTEK INTERNATIONAL, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FGNQE3RF1FK5,DDG 133,"MORPAC INDUSTRIES, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J7JJKMJGC7K1,DDG 133,"NAC GROUP, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PQGNEEY9W5M3,DDG 133,Northrop Grumman Systems Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EV4ZGUNNKMJ6,DDG 133,"PACIFIC SHIP REPAIR & FABRICATION, INC.",HII-Ingalls,100 Hull Structure,,,,,B
NQKEVF8KEMP1,DDG 133,PIVOTAL POWER INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JEP5GQGFPUL9,DDG 133,PORTLAND VALVE LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NBM4G4SAFQM3,DDG 133,QUALITY PERFORMANCE INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HQYTCMF5RGE4,DDG 133,SHERBURN ELECTRONICS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FNQSY3S2MCM9,DDG 133,"STS OPERATING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
CQQUMMDARBG3,DDG 133,THE DEWEY ELECTRONICS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
G9N1X873CYJ6,DDG 133,THE TIMKEN COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QEP4TKLKQDV3,DDG 133,"U.S. PIONEER, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
L2EDH4DX27J5,DDG 133,WILLIAM E WILLIAMS VALVE CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
SKKACASET588,DDG 135,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNEFNMWXBK39,DDG 135,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
G7SQBKZNPRN4,DDG 135,"ACCU-FAB AND CONSTRUCTION, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EDNNTCM7SUS8,DDG 135,"IMIA, LLC",HII-Ingalls,600 Outfit & Furnishings,,,,,B
DQ35GXAUTW61,DDG 135,INDUSTRIAL CORROSION CONTROL INC,HII-Ingalls,600 Outfit & Furnishings,,,,,B
MSYWUDGYPKF5,DDG 135,"CP INDUSTRIES HOLDINGS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JU2ME5ZK8VL3,DDG 135,"MMC METROLOGY LAB, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J7JJKMJGC7K1,DDG 135,"NAC GROUP, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
CBMZJ3Z5SC89,DDG 135,GOODRICH CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KLDTZDR12ZB7,DDG 135,JUNIPER ELBOW CO INC,HII-Ingalls,100 Hull Structure,,,,,B
ZW3UMG9YVNA9,DDG 135,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HII-Ingalls,300 Electric Plant,,,,,B
QNF5KM7YJSN7,DDG 135,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",HII-Ingalls,100 Hull Structure,,,,,B
LGVPVLMRHH51,DDG 135,"W. & O. SUPPLY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
XK8VBJ94L4E9,DDG 135,"AEROSPACE SUPPLY, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
CAKCE9S4WL78,DDG 135,"AZTEC GLOBAL SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
WWMME88ERQG5,DDG 135,BESTWELD INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
U8SDJVH8SQ19,DDG 135,CITY ELECTRIC SUPPLY COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NYGUEDY27AM8,DDG 135,CURTISS-WRIGHT FLOW CONTROL CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MMDRDDVELDX8,DDG 135,DANTE VALVE COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GXPHJRVG9MR7,DDG 135,DRS NAVAL POWER SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LR2HQKYJLDZ7,DDG 135,ESI ACQUISITION CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 135,GRISWOLD INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
Q35JL9GFCAK3,DDG 135,MAROTTA CONTROLS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EV4ZGUNNKMJ6,DDG 135,"PACIFIC SHIP REPAIR & FABRICATION, INC.",HII-Ingalls,100 Hull Structure,,,,,B
NQKEVF8KEMP1,DDG 135,PIVOTAL POWER INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
P4XPJNTCHB68,DDG 135,SCHOELLHORN - ALBRECHT MACHINE CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FFZLXPAQCMD8,DDG 135,WHITING DOOR MANUFACTURING CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LM35HWEVUPH3,DDG 135,ADI TECHNOLOGIES INC.,HII-Ingalls,600 Outfit & Furnishings,,,,,B
HQEUSUQSKVK7,DDG 135,"ADMARTEC, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HLFDNJU7KXJ1,DDG 135,BOGUE SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
C1NAJQ34VWM5,DDG 135,CAMERON ENERGY SERVICES CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
J8ATNVMEGLK1,DDG 135,"CHAND, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
C1B6X8AADFB1,DDG 135,"Comsaco, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
M647MA6E64V1,DDG 135,DEWEY ELECTRONICS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XJTAAHL58NB6,DDG 135,"EASTERN SHIPBUILDING GROUP, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VJMTKNLENX24,DDG 135,ENGINEERED COIL COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
HA3GWLK3JK58,DDG 135,Evoqua Water Technologies LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
TSCZLHCGNQ53,DDG 135,FACET (OKLAHOMA) LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JJRDPJY9GQA8,DDG 135,FLETCHER CONSTRUCTION CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KXWXRYB3FBW3,DDG 135,FLOWSERVE CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HYN4GBTR6TF3,DDG 135,GULF COAST MARINE SUPPLY CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QKJUKKE5WPA8,DDG 135,GULF COPPER & MANUFACTURING CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JW6PXX1WALN4,DDG 135,HOWDEN NORTH AMERICA INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
YHGHMGTME7A5,DDG 135,Howden American Fan Company,HII-Ingalls,500 Auxiliary Systems,,,,,B
NJBMT6E7P7B4,DDG 135,INTERNATIONAL WELDING & FABRICATION INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LRYRHNM7EHJ8,DDG 135,ITW Food Equipment Group LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
TMDVSPNEFR69,DDG 135,"Ives Equipment, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
L6EMG925NF78,DDG 135,KADANT UNAFLEX LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
RMLGMBGNPCC8,DDG 135,KINGSBURY INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
VE86LWM6ABF6,DDG 135,MASON FOREST PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
