Subaward Report ID,Prime PIID,Builder,Original Candidate Hulls,Timing Candidate Hulls,Timing Candidate Count,Candidate Stages,Stage Consensus Flag,Narrowing Result,Lifecycle Confidence,Lifecycle Attribution Scope,Assigned Hull
21031088,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031089,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031090,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031091,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031092,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031094,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031095,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031096,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031100,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031102,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031103,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031104,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031105,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031106,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031107,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031108,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031109,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031110,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031111,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031112,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031113,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031114,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031115,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031116,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031117,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031118,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031119,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031135,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031136,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031137,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031146,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031147,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031149,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031150,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031151,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031152,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031153,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031154,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031155,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031157,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031158,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031159,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031160,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031161,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031162,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031163,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031164,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031165,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031166,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031167,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031168,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031169,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031170,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031171,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031172,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031173,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031174,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031175,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031176,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031179,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031180,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031187,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031188,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031189,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031191,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031193,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031196,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031197,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031198,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031201,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031202,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031203,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21031204,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21031205,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031206,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031207,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031208,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031216,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031217,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031218,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031219,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031220,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031221,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031223,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031224,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21031225,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
