Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name,HII Work-Item Code,Builder,SWBS Subsystem,SWBS,SWBS basis,Direct Hull Text,Direct Hull Count,Prime Requirement Hull Text,Prime Requirement Hull Count,Lifecycle Stage,Lifecycle Stage Basis,Date Source Confidence,Narrowing Result,Lifecycle Confidence
PW9GWUTL4KV5,U S INC,HUNTINGTON INGALLS INCORPORATED,,,20701855,a249ea40-fcb9-11ef-8e2a-e7034f2d18cd,1199586-1,2021-07-27,2021-08-10,46627.0,"VSR.SA20263, DDG125, BILGE CLN",750F VIADUCT ROAD,,chickasaw,01,AL,Alabama,USA,United States,366112533,2X; 8E; 8W; A2; HQ; XS,For-Profit Organization; Economically Disadvantaged Women-Owned Small Business; Woman-Owned Business; DoT Certified Disadvantaged Business Enterprise; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-08-10,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3553: REMOVE REQUIREMENTS TO APPLY COATING TO UTDS LATEX CONCRETE (ICP-3645)
FY16 SHIP DDG 123
FY17 SHIP DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 123 / DDG 125,2,Outfit / test,Jul 2021 within DDG 125 outfit / test window (post-launch),Actual,,
PW9GWUTL4KV5,U S INC,HUNTINGTON INGALLS INCORPORATED,,,20701853,a249e4a0-fcb9-11ef-8e2a-e7034f2d18cd,1199586-2,2021-08-19,2021-09-10,38074.0,"VSR.SA20263, DDG125, BILGE CLN",750F VIADUCT ROAD,,chickasaw,01,AL,Alabama,USA,United States,366112533,2X; 8E; 8W; A2; HQ; XS,For-Profit Organization; Economically Disadvantaged Women-Owned Small Business; Woman-Owned Business; DoT Certified Disadvantaged Business Enterprise; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-09-04,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,DEFINITIZATION OF PP 5385 MOD A00652 - CONSTRUCTION OF FY17 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER DDG 125,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 125,1,Outfit / test,Aug 2021 within DDG 125 outfit / test window (post-launch),Actual,,
KNEFNMWXBK39,JO-KELL INC.,HUNTINGTON INGALLS INCORPORATED,KNEFNMWXBK39,JO-KELL INC.,20700814,a0a824f4-fcb9-11ef-8e2a-e7034f2d18cd,1206339-1,2021-10-05,2021-11-05,28341.36,08254-01  DDG125,628 INNOVATION DR,,chesapeake,04,VA,Virginia,USA,United States,233203846,2X; 8W; A2,For-Profit Organization; Woman-Owned Business,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-11-03,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,PP 3060 DEFINITIZATION - CONSTRUCTION OF FY15 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER DDG 121 FY16 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER DDG 123 FY17 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER DDG 125,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08254-01,HII-Ingalls,,,,DDG 125,1,DDG 121 / DDG 123 / DDG 125,3,Outfit / test,Oct 2021 within DDG 125 outfit / test window (post-launch),Actual,,
VJMTKNLENX24,ENGINEERED COIL COMPANY,HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,21030661,be8b105c-fcba-11ef-8e2a-e7034f2d18cd,1206264-1,2021-10-05,2021-11-05,58966.0,REBUY SO12 R-397780 / DDG125,6060 HIGHWAY PP,,high ridge,03,MO,Missouri,USA,United States,630492909,2X; MF,For-Profit Organization; Manufacturer of Goods,1060537; 434997; 889727; 1339249; 1185820,John A Baylouny; Timothy  Fields; Jason W Rinsky; Mark A Dorfman; Michael D Dippold,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,5.384498202E9,2021-11-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,MODIFY SECTION H CLAUSE H22 TO REFLECT THE UPDATED ACCEPTED WEIGHT ESTIMATE NOT TO EXCEED VALUE FOR VERTICAL CENTER OF GRAVITY ABOVE BOTTOM OF KEEL.,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,,0,,,,,
GXPHJRVG9MR7,"DRS NAVAL POWER SYSTEMS, INC",HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,20700235,9e6cd5d6-fcb9-11ef-8e2a-e7034f2d18cd,1209507-2,2021-11-09,2021-12-06,46994.27,DRS PARTS FOR DDG125,W126N7449 FLINT DR,,menomonee falls,05,WI,Wisconsin,USA,United States,530514445,2X; MF,For-Profit Organization; Manufacturer of Goods,992332; 1520103; 1659239; 1513173; 376780,Jason W Rinsky; Mike D Dippold; John A Baylouny; Mark A Dorfman; Jonathan  Miller,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-12-03,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,DEFINITIZATION OF PP 3060 DDG 125 - CONSTRUCTION OF FY17 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 125,1,Outfit / test,Nov 2021 within DDG 125 outfit / test window (post-launch),Actual,,
GXPHJRVG9MR7,"DRS NAVAL POWER SYSTEMS, INC",HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,20700234,9e6cd34c-fcb9-11ef-8e2a-e7034f2d18cd,1211675-1,2021-12-11,2022-01-17,34660.46,REBUY DDG125 SO12 397870,W126N7449 FLINT DR,,menomonee falls,05,WI,Wisconsin,USA,United States,530514445,2X; MF,For-Profit Organization; Manufacturer of Goods,1659239; 1513173; 992332; 376780; 1520103,John A Baylouny; Mark A Dorfman; Jason W Rinsky; Jonathan  Miller; Mike D Dippold,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.346399343E9,2022-01-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"PR-131055: ACCOMPLISH SCOPE OF WF-3411 AND WF-3430 FOR FY17 SHIP DDG 125 , UCO DEFINITIZATION",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 125,1,Outfit / test,Dec 2021 within DDG 125 outfit / test window (post-launch),Actual,,
J3AFGKXWYK73,York International Corporation,HUNTINGTON INGALLS INCORPORATED,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,21032222,c0fe581c-fcba-11ef-8e2a-e7034f2d18cd,1213012-1,2021-12-14,2022-01-17,75575.01,REBUY S012 R-382151 / DDG125,631 S Richland Ave,,york,04,PA,Pennsylvania,USA,United States,174033445,2X; VW,For-Profit Organization; Contracts and Grants,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.151157849E9,2022-01-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"51-2012: UPDATE HIGH EFFICIENCY SMALL CAPACITY CHILLER AIR CONDITIONING PLANT POWER SOURCING WITH SOLID STATE AOUTMATIC BUS TRANSFER TO PREVENT MAGNETIC BEARING CONTROLLER DAMAGE

CONSTRUCT FIRM SHIP FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP #2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,,,,,
YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",HUNTINGTON INGALLS INCORPORATED,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",21031286,bffd49be-fcba-11ef-8e2a-e7034f2d18cd,1220615-1,2022-03-11,2022-04-07,34232.79,REBUY SO12 R-398061 / DDG125,2141 WOODWARD AVENUE,,kingsford,01,MI,Michigan,USA,United States,498024206,2X; MF,For-Profit Organization; Manufacturer of Goods,153286; 200391; 158828; 194506; 151092,Bart G Lamers; Dan  Bruso; Fritz M Wenzel; Jessica L Frost; Steve A Miller,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.171748193E9,2022-04-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"UNPRICED CHANGE ORDER FOR URGENT SHIP CHANGE FOR DDG 137 HMR 00764 ECP 51-20191C IMPLEMENT C4I DISTRIBUTED TURNKEY ICP-3633

CONSTRUCT FIRM SHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 137,1,,,,,
N6P1AGPMV456,EVAC NORTH AMERICA INC.,HUNTINGTON INGALLS INCORPORATED,D5NGX38L5EC9,,21030811,bff7f900-fcba-11ef-8e2a-e7034f2d18cd,1222990-1,2022-04-07,2022-05-04,59575.36,REBUY S012 R-39156 / DDG125,1445 HUNTWOOD DR,,cherry valley,16,IL,Illinois,USA,United States,610169560,20; 2X; MF,Foreign Owned and Located; For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2022-04-30,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,C-34 ESTABLISH DDG 128 ORDERING PROCEDURES FUND POOL,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 128,1,,,,,
VJMTKNLENX24,ENGINEERED COIL COMPANY,HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,21030665,be8b1af2-fcba-11ef-8e2a-e7034f2d18cd,1221372-1,2022-04-11,2022-05-04,65800.0,REBUY SO12 R-398099 / DDG125,6060 HIGHWAY PP,,high ridge,03,MO,Missouri,USA,United States,630492909,2X; MF,For-Profit Organization; Manufacturer of Goods,376780; 1659238; 992331; 1520103; 1513173,Jonathan  Miller; John A Baylouny; Jason W Rinsky; Michael D Dippold; Mark A Dorfman,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2022-04-30,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,C-34 ESTABLISH DDG 128 ORDERING PROCEDURES FUND POOL,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 128,1,,,,,
GXPHJRVG9MR7,"DRS NAVAL POWER SYSTEMS, INC",HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,21030466,be88df80-fcba-11ef-8e2a-e7034f2d18cd,1226632-1,2022-05-17,2022-06-02,26096.72,REBUY SO12 R-380742 / DDG125,W126N7449 FLINT DR,,menomonee falls,05,WI,Wisconsin,USA,United States,530514445,2X; MF,For-Profit Organization; Manufacturer of Goods,1513173; 1659239; 1520103; 376780; 992332,Mark A Dorfman; John A Baylouny; Mike D Dippold; Jonathan  Miller; Jason W Rinsky,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.179938042E9,2022-06-01,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"ISSUE STOP WORK ORDER (SWO) TO STOP PROCUREMENT ACTIVITY ON DDG 128-139 FOR EQUIPMENT ASSOCIATED WITH CSE P/S 561-01D, STEERING SYSTEM. CSE ECP 561-01D-C010, STEERING MACHINERY OBSOLETE PARTS, WAS ISSUED IN MARCH 2020 TO ADDRESS OBSOLETE PARTS.",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 128,1,,,,,
YET2PMM1L7J4,AUTOMATED PRECISION INC.,HUNTINGTON INGALLS INCORPORATED,,,20699918,9e691d88-fcb9-11ef-8e2a-e7034f2d18cd,1231015-1,2022-06-27,2022-07-06,39753.0,SR-036-DDG125 MATERIAL,750 CITY CENTER BLVD,,newport news,03,VA,Virginia,USA,United States,236062693,2X; FR,For-Profit Organization; Asian-Pacific American Owned,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-06-28,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"NCI-0791 AND NCI-0795
CONSTRUCT FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 121
CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 123
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 121 / DDG 123 / DDG 125,3,Outfit / test,Jun 2022 within DDG 125 outfit / test window (post-launch),Actual,,
FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",HUNTINGTON INGALLS INCORPORATED,,,20701781,a2491bec-fcb9-11ef-8e2a-e7034f2d18cd,1232495-1,2022-07-12,2022-08-04,26950.0,OSI DDG125 FMR 833 COSAL,1326 B WEST MAIN ST,,new iberia,03,LA,Louisiana,USA,United States,705603404,27; 2X; A5; LJ; NB; OW; XY,Self-Certified Small Disadvantaged Business; For-Profit Organization; Veteran Owned Business; Limited Liability Company; Native American Owned; American Indian Owned; Indian Tribe (Federally Recognized),,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-08-02,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER FY15 SHIP DDG 121 FY16 SHIP DDG 123 FY17 SHIP DDG 125 - DB-3570,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 121 / DDG 123 / DDG 125,3,Outfit / test,Jul 2022 within DDG 125 outfit / test window (post-launch),Actual,,
LR2HQKYJLDZ7,ESI ACQUISITION CORP.,HUNTINGTON INGALLS INCORPORATED,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,20700474,9e6f7642-fcb9-11ef-8e2a-e7034f2d18cd,1232970-1,2022-07-14,2022-08-04,25772.0,SRI DDG125 FMR 833 COSAL,3223 PHOENIXVILLE PIKE STE A,,malvern,06,PA,Pennsylvania,USA,United States,193559628,2X,For-Profit Organization,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-08-02,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER FY15 SHIP DDG 121 FY16 SHIP DDG 123 FY17 SHIP DDG 125 - DB-3570,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 121 / DDG 123 / DDG 125,3,Outfit / test,Jul 2022 within DDG 125 outfit / test window (post-launch),Actual,,
QYKAR7MJJXL7,"MEGGITT SAFETY SYSTEMS, INC.",HUNTINGTON INGALLS INCORPORATED,TKJ1TW2YRNL3,,20701125,a0ab9d64-fcb9-11ef-8e2a-e7034f2d18cd,1232961-1,2022-07-14,2022-08-04,32264.2,SRI DDG125 FMR 833 COSAL,1785 VOYAGER AVE,,simi valley,25,CA,California,USA,United States,930633363,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-08-02,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER FY15 SHIP DDG 121 FY16 SHIP DDG 123 FY17 SHIP DDG 125 - DB-3570,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 121 / DDG 123 / DDG 125,3,Outfit / test,Jul 2022 within DDG 125 outfit / test window (post-launch),Actual,,
DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",HUNTINGTON INGALLS INCORPORATED,,,20701410,a0af068e-fcb9-11ef-8e2a-e7034f2d18cd,1233598-1,2022-07-20,2022-08-04,215885.0,OSI DDG125 FMR 833 COSAL,630 WOODLAKE DR STE C,,chesapeake,03,VA,Virginia,USA,United States,233208926,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-08-02,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER FY15 SHIP DDG 121 FY16 SHIP DDG 123 FY17 SHIP DDG 125 - DB-3570,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 121 / DDG 123 / DDG 125,3,Outfit / test,Jul 2022 within DDG 125 outfit / test window (post-launch),Actual,,
FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",HUNTINGTON INGALLS INCORPORATED,,,20701783,a24921aa-fcb9-11ef-8e2a-e7034f2d18cd,1235869-1,2022-08-11,2022-09-12,37243.65,SRI DDG125 FMR 833 COSAL TAPE,1326 B WEST MAIN ST,,new iberia,03,LA,Louisiana,USA,United States,705603404,27; 2X; A5; LJ; NB; OW; XY,Self-Certified Small Disadvantaged Business; For-Profit Organization; Veteran Owned Business; Limited Liability Company; Native American Owned; American Indian Owned; Indian Tribe (Federally Recognized),,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-09-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY 15 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,,0,Outfit / test,Aug 2022 within DDG 125 outfit / test window (post-launch),Actual,,
J8ATNVMEGLK1,"CHAND, L.L.C.",HUNTINGTON INGALLS INCORPORATED,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",20700056,9e6abbfc-fcb9-11ef-8e2a-e7034f2d18cd,1235813-1,2022-08-11,2022-09-12,40002.54,SRI DDG125 FMR 833 COSAL TAPE,157 HWY 654,,mathews,06,LA,Louisiana,USA,United States,703752009,2X; LJ,For-Profit Organization; Limited Liability Company,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-09-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY 15 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,,0,Outfit / test,Aug 2022 within DDG 125 outfit / test window (post-launch),Actual,,
J1T1FEN3PWX6,GENERAL ELECTRIC COMPANY,HUNTINGTON INGALLS INCORPORATED,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,20700562,9e70867c-fcb9-11ef-8e2a-e7034f2d18cd,1236929-1,2022-08-17,2022-09-12,33950.0,REBUY SO12 R-396928 / DDG125,1 NEUMANN WAY,,cincinnati,02,OH,Ohio,USA,United States,452151900,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-09-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY 15 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,,0,Outfit / test,Aug 2022 within DDG 125 outfit / test window (post-launch),Actual,,
J8ATNVMEGLK1,"CHAND, L.L.C.",HUNTINGTON INGALLS INCORPORATED,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",20700051,9e6aa770-fcb9-11ef-8e2a-e7034f2d18cd,1236951-1,2022-08-17,2022-09-12,33407.38,OSI DDG125 FMR 833 COSAL TAPE,157 HWY 654,,mathews,06,LA,Louisiana,USA,United States,703752009,2X; LJ,For-Profit Organization; Limited Liability Company,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2022-09-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY 15 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,,0,Outfit / test,Aug 2022 within DDG 125 outfit / test window (post-launch),Actual,,
